"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","comparison_type","original_feature","original_name"
"Metabolin_feature_135","time_ref_after","before",0.126081405482353,0.200408613131981,0.531102697528602,"time_ref_afterbefore",0.754357033879609,89,24,"ref_after","Metabolin_feature_135","Piperine"
"Metabolin_feature_137","time_ref_before","climb",-0.0365117237889139,0.0968526340452376,0.707153937994983,"time_ref_beforeclimb",0.707153937994983,89,89,"ref_before","Metabolin_feature_137","L-Carnitine (C0)"
"Metabolin_feature_137","time_ref_after","climb",-0.101613947160857,0.0588569000825378,0.0880780603696228,"time_ref_afterclimb",0.176156120739246,89,89,"ref_after","Metabolin_feature_137","L-Carnitine (C0)"
"Metabolin_feature_137","time_ref_after","before",-0.0651022233719305,0.105217190762837,0.537856551536954,"time_ref_afterbefore",0.537856551536954,89,89,"ref_after","Metabolin_feature_137","L-Carnitine (C0)"
"Metabolin_feature_137","time_ref_before","after",0.0651022233719401,0.105217190762847,0.537856551536845,"time_ref_beforeafter",0.707153937994983,89,89,"ref_before","Metabolin_feature_137","L-Carnitine (C0)"
"Metabolin_feature_14","time_ref_after","before",-0.110642627101429,0.0888382232307111,0.216693526094073,"time_ref_afterbefore",0.433387052188146,89,89,"ref_after","Metabolin_feature_14","Acetylglycine"
"Metabolin_feature_14","time_ref_before","climb",0.0795059047671144,0.0820710566456772,0.335539701258306,"time_ref_beforeclimb",0.335539701258306,89,89,"ref_before","Metabolin_feature_14","Acetylglycine"
"Metabolin_feature_14","time_ref_before","after",0.110642627101505,0.0888382232307332,0.216693526094336,"time_ref_beforeafter",0.335539701258306,89,89,"ref_before","Metabolin_feature_14","Acetylglycine"
"Metabolin_feature_14","time_ref_after","climb",-0.0311367223344219,0.0497860455940909,0.533480163476569,"time_ref_afterclimb",0.533480163476569,89,89,"ref_after","Metabolin_feature_14","Acetylglycine"
"Metabolin_feature_140","time_ref_before","after",-0.0695518176787977,0.0508154950807475,0.17503348062115,"time_ref_beforeafter",0.350066961242299,89,89,"ref_before","Metabolin_feature_140","N2-Acetylornithine"
"Metabolin_feature_140","time_ref_before","climb",0.00601520881340308,0.0465962534240469,0.897601001460322,"time_ref_beforeclimb",0.897601001460322,89,89,"ref_before","Metabolin_feature_140","N2-Acetylornithine"
"Metabolin_feature_140","time_ref_after","climb",0.0755670264922027,0.0283823213507749,0.00939120157094528,"time_ref_afterclimb",0.0187824031418906,89,89,"ref_after","Metabolin_feature_140","N2-Acetylornithine"
"Metabolin_feature_140","time_ref_after","before",0.0695518176788026,0.0508154950807477,0.175033480621275,"time_ref_afterbefore",0.175033480621275,89,89,"ref_after","Metabolin_feature_140","N2-Acetylornithine"
"Metabolin_feature_141","time_ref_before","climb",0.0602449975845334,0.0571784813807928,0.295301816927489,"time_ref_beforeclimb",0.590603633854978,89,22,"ref_before","Metabolin_feature_141","Hydroxyphenyllactic acid"
"Metabolin_feature_141","time_ref_after","climb",0.0478609569457805,0.0345453767754491,0.169885086325078,"time_ref_afterclimb",0.339770172650157,89,22,"ref_after","Metabolin_feature_141","Hydroxyphenyllactic acid"
"Metabolin_feature_141","time_ref_after","before",-0.0123840404312659,0.0611430271987209,0.840034276658912,"time_ref_afterbefore",0.840034276658912,89,22,"ref_after","Metabolin_feature_141","Hydroxyphenyllactic acid"
"Metabolin_feature_141","time_ref_before","after",0.0123840405362745,0.0611430272422975,0.840034275434014,"time_ref_beforeafter",0.840034275434014,89,22,"ref_before","Metabolin_feature_141","Hydroxyphenyllactic acid"
"Metabolin_feature_143","time_ref_before","climb",-0.0117346285350118,0.232699242479831,0.959898020875153,"time_ref_beforeclimb",0.959898020875153,89,4,"ref_before","Metabolin_feature_143","Salicyluric acid"
"Metabolin_feature_143","time_ref_before","after",0.0670505164598826,0.255228483692641,0.793404111263436,"time_ref_beforeafter",0.959898020875153,89,4,"ref_before","Metabolin_feature_143","Salicyluric acid"
"Metabolin_feature_143","time_ref_after","climb",-0.0787851449948936,0.142391419786811,0.581493705629023,"time_ref_afterclimb",0.793404111263447,89,4,"ref_after","Metabolin_feature_143","Salicyluric acid"
"Metabolin_feature_143","time_ref_after","before",-0.0670505164598789,0.255228483692641,0.793404111263447,"time_ref_afterbefore",0.793404111263447,89,4,"ref_after","Metabolin_feature_143","Salicyluric acid"
"Metabolin_feature_145","time_ref_before","climb",0.00191743706049483,0.0751361180174588,0.979701846322646,"time_ref_beforeclimb",0.979701846322646,89,89,"ref_before","Metabolin_feature_145","L-Acetylcarnitine(C2)"
"Metabolin_feature_145","time_ref_after","climb",0.0330405151798382,0.0458802756716583,0.473534879990062,"time_ref_afterclimb",0.706025829485946,89,89,"ref_after","Metabolin_feature_145","L-Acetylcarnitine(C2)"
"Metabolin_feature_145","time_ref_after","before",0.0311230781177981,0.0822137974452381,0.706025829485946,"time_ref_afterbefore",0.706025829485946,89,89,"ref_after","Metabolin_feature_145","L-Acetylcarnitine(C2)"
"Metabolin_feature_145","time_ref_before","after",-0.0311230781185115,0.0822137974450186,0.706025829478909,"time_ref_beforeafter",0.979701846322646,89,89,"ref_before","Metabolin_feature_145","L-Acetylcarnitine(C2)"
"Metabolin_feature_146","time_ref_after","climb",0.039415782770789,0.0363288576943208,0.281170964478913,"time_ref_afterclimb",0.562341928957827,89,89,"ref_after","Metabolin_feature_146","Propionylcarnitine(C3)"
"Metabolin_feature_146","time_ref_after","before",0.0177158600270118,0.064914848807428,0.785636640123788,"time_ref_afterbefore",0.785636640123788,89,89,"ref_after","Metabolin_feature_146","Propionylcarnitine(C3)"
"Metabolin_feature_146","time_ref_before","climb",0.0216999227435889,0.0598116081586977,0.717682786124921,"time_ref_beforeclimb",0.785636640121997,89,89,"ref_before","Metabolin_feature_146","Propionylcarnitine(C3)"
"Metabolin_feature_146","time_ref_before","after",-0.0177158600271692,0.064914848807386,0.785636640121997,"time_ref_beforeafter",0.785636640121997,89,89,"ref_before","Metabolin_feature_146","Propionylcarnitine(C3)"
"Metabolin_feature_147","time_ref_after","climb",0.00748802988697557,0.0203150593771484,0.713385091985491,"time_ref_afterclimb",0.713385091985491,89,65,"ref_after","Metabolin_feature_147","Curcumin"
"Metabolin_feature_147","time_ref_before","climb",-0.0242392366143559,0.0333140524053492,0.468893338793065,"time_ref_beforeclimb",0.468893338793065,89,65,"ref_before","Metabolin_feature_147","Curcumin"
"Metabolin_feature_147","time_ref_before","after",-0.0317272665013172,0.0363890464366289,0.38585525031055,"time_ref_beforeafter",0.468893338793065,89,65,"ref_before","Metabolin_feature_147","Curcumin"
